"","subject","action","acceleration_measurements","mean_value"
"358","28","LAYING","meanAccelerationYaxis",-0.0167537858225
"359","29","LAYING","meanAccelerationYaxis",-0.0171965484202899
"360","30","LAYING","meanAccelerationYaxis",-0.0194494098614286
"361","2","WALKING","meanAccelerationZaxis",-0.105500357966102
"362","4","WALKING","meanAccelerationZaxis",-0.11140306485
"363","9","WALKING","meanAccelerationZaxis",-0.110820512307692
"364","10","WALKING","meanAccelerationZaxis",-0.109057512132075
"365","12","WALKING","meanAccelerationZaxis",-0.10316110632
"366","13","WALKING","meanAccelerationZaxis",-0.111431456192982
"367","18","WALKING","meanAccelerationZaxis",-0.104218315464286
"368","20","WALKING","meanAccelerationZaxis",-0.113539477098039
"369","24","WALKING","meanAccelerationZaxis",-0.110595952913793
"370","1","WALKING","meanAccelerationZaxis",-0.111148103547368
"371","3","WALKING","meanAccelerationZaxis",-0.112674859827586
"372","5","WALKING","meanAccelerationZaxis",-0.107741776464286
"373","6","WALKING","meanAccelerationZaxis",-0.110303165877193
"374","7","WALKING","meanAccelerationZaxis",-0.110912234947368
"375","8","WALKING","meanAccelerationZaxis",-0.107252090833333
"376","11","WALKING","meanAccelerationZaxis",-0.106096304033898
"377","14","WALKING","meanAccelerationZaxis",-0.106756369135593
"378","15","WALKING","meanAccelerationZaxis",-0.107621819518519
"379","16","WALKING","meanAccelerationZaxis",-0.108804049803922
"380","17","WALKING","meanAccelerationZaxis",-0.109792122032787
"381","19","WALKING","meanAccelerationZaxis",-0.122736673192308
"382","21","WALKING","meanAccelerationZaxis",-0.104319332403846
"383","22","WALKING","meanAccelerationZaxis",-0.107112510934783
"384","23","WALKING","meanAccelerationZaxis",-0.113382994084746
"385","25","WALKING","meanAccelerationZaxis",-0.108737636297297
"386","26","WALKING","meanAccelerationZaxis",-0.108927011474576
"387","27","WALKING","meanAccelerationZaxis",-0.112822289263158
"388","28","WALKING","meanAccelerationZaxis",-0.103714705396296
"389","29","WALKING","meanAccelerationZaxis",-0.106632427301887
"390","30","WALKING","meanAccelerationZaxis",-0.0986247068969231
"391","2","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.152513899520833
"392","4","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.114219455519231
"393","9","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.125219003959184
"394","10","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.118180420834043
"395","12","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.107339730115385
"396","13","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.125767265890909
"397","18","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.112655891327586
"398","20","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.121023947784314
"399","24","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.114248610966102
"400","1","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.0973020020943396
"401","3","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.110064863437288
"402","5","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.107471453914894
"403","6","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.122082438784314
"404","7","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.143769688803922
"405","8","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.11512211995122
"406","11","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.106797216481481
"407","14","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.112279688983333
"408","15","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.116952464895833
"409","16","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.124074517745098
"410","17","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.121290442104167
"411","19","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.151054607725
"412","21","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.125414265340426
"413","22","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.117550861738095
"414","23","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.126890616782353
"415","25","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.126210440292308
"416","26","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.121943461236364
"417","27","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.123530438196078
"418","28","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.121514025692157
"419","29","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.118000587840816
"420","30","WALKING_UPSTAIRS","meanAccelerationZaxis",-0.124697493775385
"421","2","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.116812942382979
"422","4","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.1067775246
"423","9","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.0910278793952381
"424","10","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.110848597247368
"425","12","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.10955593226087
"426","13","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.101993941531915
"427","18","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.1033908092
"428","20","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.104602925937778
"429","24","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.104818820272727
"430","1","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.107566190908163
"431","3","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.116139842908163
"432","5","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.100319930659574
"433","6","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.107209356208333
"434","7","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.096938308587234
"435","8","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.107598135394737
"436","11","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.111070149978261
"437","14","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.0928330165533333
"438","15","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.110526066428571
"439","16","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.119873705148936
"440","17","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.0892432745173913
"441","19","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.133695240660974
"442","21","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.09816866218
"443","22","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.1074157796
"444","23","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.0988123712574074
"445","25","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.107192376965517
"446","26","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.1064396194
"447","27","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.112837694688636
"448","28","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.10858897408913
"449","29","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.0981339984895833
"450","30","WALKING_DOWNSTAIRS","meanAccelerationZaxis",-0.0999781422322581
"451","2","SITTING","meanAccelerationZaxis",-0.109218272456522
"452","4","SITTING","meanAccelerationZaxis",-0.10587459588
"453","9","SITTING","meanAccelerationZaxis",-0.07537846886
"454","10","SITTING","meanAccelerationZaxis",-0.104253238796296
"455","12","SITTING","meanAccelerationZaxis",-0.106307228960784
"456","13","SITTING","meanAccelerationZaxis",-0.0972465110836735
"457","18","SITTING","meanAccelerationZaxis",-0.111904775824561
"458","20","SITTING","meanAccelerationZaxis",-0.108369634515152
"459","24","SITTING","meanAccelerationZaxis",-0.103041061426471
"460","1","SITTING","meanAccelerationZaxis",-0.104544182255319
"461","3","SITTING","meanAccelerationZaxis",-0.0983579203269231
"462","5","SITTING","meanAccelerationZaxis",-0.108540300265909
"463","6","SITTING","meanAccelerationZaxis",-0.110127728709091
"464","7","SITTING","meanAccelerationZaxis",-0.122464597625
"465","8","SITTING","meanAccelerationZaxis",-0.104461049130435
"466","11","SITTING","meanAccelerationZaxis",-0.112840218339623
"467","14","SITTING","meanAccelerationZaxis",-0.100401490425926
"468","15","SITTING","meanAccelerationZaxis",-0.11366125320339
"469","16","SITTING","meanAccelerationZaxis",-0.0891404038405797
"470","17","SITTING","meanAccelerationZaxis",-0.11362408509375
"471","19","SITTING","meanAccelerationZaxis",-0.10870765430137
"472","21","SITTING","meanAccelerationZaxis",-0.112057887741176
"473","22","SITTING","meanAccelerationZaxis",-0.105827369516129
"474","23","SITTING","meanAccelerationZaxis",-0.103808679294118
"475","25","SITTING","meanAccelerationZaxis",-0.109160440476923
"476","26","SITTING","meanAccelerationZaxis",-0.0974448692333333
"477","27","SITTING","meanAccelerationZaxis",-0.105521912588571
"478","28","SITTING","meanAccelerationZaxis",-0.111517939555556
"479","29","SITTING","meanAccelerationZaxis",-0.1104118192
"480","30","SITTING","meanAccelerationZaxis",-0.099515446133871
"481","2","STANDING","meanAccelerationZaxis",-0.105908536055556
"482","4","STANDING","meanAccelerationZaxis",-0.0961574905535714
"483","9","STANDING","meanAccelerationZaxis",-0.0952747481333333
"484","10","STANDING","meanAccelerationZaxis",-0.107964083931818
"485","12","STANDING","meanAccelerationZaxis",-0.105526999754098
"486","13","STANDING","meanAccelerationZaxis",-0.112124137754386
"487","18","STANDING","meanAccelerationZaxis",-0.108453355945205
"488","20","STANDING","meanAccelerationZaxis",-0.100402759931507
"489","24","STANDING","meanAccelerationZaxis",-0.108222553855072
"490","1","STANDING","meanAccelerationZaxis",-0.110601817735849
"491","3","STANDING","meanAccelerationZaxis",-0.101621722633148
"492","5","STANDING","meanAccelerationZaxis",-0.102171095696429
"493","6","STANDING","meanAccelerationZaxis",-0.112172831947368
"494","7","STANDING","meanAccelerationZaxis",-0.0997778303207547
"495","8","STANDING","meanAccelerationZaxis",-0.106114996837037
"496","11","STANDING","meanAccelerationZaxis",-0.108686630425532
"497","14","STANDING","meanAccelerationZaxis",-0.103817701790667
"498","15","STANDING","meanAccelerationZaxis",-0.105910832679245
"499","16","STANDING","meanAccelerationZaxis",-0.103657729076923
"500","17","STANDING","meanAccelerationZaxis",-0.111432145565
"501","19","STANDING","meanAccelerationZaxis",-0.10904190460274
"502","21","STANDING","meanAccelerationZaxis",-0.110417855808989
"503","22","STANDING","meanAccelerationZaxis",-0.104967423820635
"504","23","STANDING","meanAccelerationZaxis",-0.1105970177575
"505","25","STANDING","meanAccelerationZaxis",-0.107352957594595
"506","26","STANDING","meanAccelerationZaxis",-0.110237796416216
"507","27","STANDING","meanAccelerationZaxis",-0.107835818025
"508","28","STANDING","meanAccelerationZaxis",-0.106579385202532
"509","29","STANDING","meanAccelerationZaxis",-0.108659067476923
"510","30","STANDING","meanAccelerationZaxis",-0.108756209835593
"511","2","LAYING","meanAccelerationZaxis",-0.107245610416667
"512","4","LAYING","meanAccelerationZaxis",-0.110688150314815
"513","9","LAYING","meanAccelerationZaxis",-0.10754972144
"514","10","LAYING","meanAccelerationZaxis",-0.117168642362069
"515","12","LAYING","meanAccelerationZaxis",-0.108160125666667
"516","13","LAYING","meanAccelerationZaxis",-0.104331864532258
"517","18","LAYING","meanAccelerationZaxis",-0.107698927907692
"518","20","LAYING","meanAccelerationZaxis",-0.104274322538235
"519","24","LAYING","meanAccelerationZaxis",-0.107236237236111
"520","1","LAYING","meanAccelerationZaxis",-0.11320355358
"521","3","LAYING","meanAccelerationZaxis",-0.101300477506452
"522","5","LAYING","meanAccelerationZaxis",-0.107937603673077
"523","6","LAYING","meanAccelerationZaxis",-0.133119570368421
"524","7","LAYING","meanAccelerationZaxis",-0.101361036576923
"525","8","LAYING","meanAccelerationZaxis",-0.102245365611111
"526","11","LAYING","meanAccelerationZaxis",-0.108786578070175
"527","14","LAYING","meanAccelerationZaxis",-0.0868333315509804
"528","15","LAYING","meanAccelerationZaxis",-0.118530240291667
"529","16","LAYING","meanAccelerationZaxis",-0.107310493242857
"530","17","LAYING","meanAccelerationZaxis",-0.107006279704225
"531","19","LAYING","meanAccelerationZaxis",-0.10898146186747
"532","21","LAYING","meanAccelerationZaxis",-0.103253832233333
"533","22","LAYING","meanAccelerationZaxis",-0.110800924652778
"534","23","LAYING","meanAccelerationZaxis",-0.104256776291667
"535","25","LAYING","meanAccelerationZaxis",-0.100428830260274
"536","26","LAYING","meanAccelerationZaxis",-0.105002540289474
"537","27","LAYING","meanAccelerationZaxis",-0.107699732837838
"538","28","LAYING","meanAccelerationZaxis",-0.1083448529625
"539","29","LAYING","meanAccelerationZaxis",-0.109462068173913
"540","30","LAYING","meanAccelerationZaxis",-0.1036581505
"541","2","WALKING","stdAccelerationXaxis",-0.423642838474576
"542","4","WALKING","stdAccelerationXaxis",-0.440829971333333
"543","9","WALKING","stdAccelerationXaxis",-0.238353562692308
"544","10","WALKING","stdAccelerationXaxis",-0.178709734396226
"545","12","WALKING","stdAccelerationXaxis",-0.128898533096
"546","13","WALKING","stdAccelerationXaxis",-0.346980394210526
"547","18","WALKING","stdAccelerationXaxis",-0.37600552125
"548","20","WALKING","stdAccelerationXaxis",-0.208342792019608
"549","24","WALKING","stdAccelerationXaxis",-0.47076236637931
"550","1","WALKING","stdAccelerationXaxis",-0.283740258842105
"551","3","WALKING","stdAccelerationXaxis",-0.360356726034483
"552","5","WALKING","stdAccelerationXaxis",-0.294098534232143
"553","6","WALKING","stdAccelerationXaxis",-0.296538717368421
"554","7","WALKING","stdAccelerationXaxis",-0.327243240701754
"555","8","WALKING","stdAccelerationXaxis",-0.173605736002083
"556","11","WALKING","stdAccelerationXaxis",-0.422842071864407
"557","14","WALKING","stdAccelerationXaxis",-0.402639098135593
"558","15","WALKING","stdAccelerationXaxis",-0.327961801111111
"559","16","WALKING","stdAccelerationXaxis",-0.404692523921569
"560","17","WALKING","stdAccelerationXaxis",-0.31950017295082
"561","19","WALKING","stdAccelerationXaxis",-0.0489049407963462
"562","21","WALKING","stdAccelerationXaxis",-0.297814843538462
"563","22","WALKING","stdAccelerationXaxis",-0.00865921919565217
"564","23","WALKING","stdAccelerationXaxis",-0.313521773389831
"565","25","WALKING","stdAccelerationXaxis",-0.596007443513514
"566","26","WALKING","stdAccelerationXaxis",-0.340185527559322
"567","27","WALKING","stdAccelerationXaxis",-0.348475560526316
"568","28","WALKING","stdAccelerationXaxis",-0.293003522222222
"569","29","WALKING","stdAccelerationXaxis",-0.174337940226415
"570","30","WALKING","stdAccelerationXaxis",-0.346394275230769
"571","2","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.304376406458333
"572","4","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.204933042903846
"573","9","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.36144437755102
"574","10","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.161591924234043
"575","12","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.290149192307692
"576","13","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.296284597454545
"577","18","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.380168286724138
"578","20","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.116088676011765
"579","24","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.344399351355932
"580","1","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.35470802509434
"581","3","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.313123437627119
"582","5","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.0457237779851064
"583","6","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.0501350188513725
"584","7","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.29487297445098
"585","8","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.171712174634146
"586","11","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.238802959018519
"587","14","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.309396717592593
"588","15","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.0260971840270833
"589","16","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.397083831568627
"590","17","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.062952754100625
"591","19","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.1287420952375
"592","21","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.240808282276596
"593","22","WALKING_UPSTAIRS","stdAccelerationXaxis",0.0835738640921429
"594","23","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.243887818513725
"595","25","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.459775646153846
"596","26","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.169006952418182
"597","27","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.295439547254902
"598","28","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.242062430294118
"599","29","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.0867715569693878
"600","30","WALKING_UPSTAIRS","stdAccelerationXaxis",-0.350504475230769
"601","2","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0463666814446808
"602","4","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0111935496222222
"603","9","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.213392270547619
"604","10","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.295733547631579
"605","12","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0424084916086956
"606","13","WALKING_DOWNSTAIRS","stdAccelerationXaxis",-0.0681563626617021
"607","18","WALKING_DOWNSTAIRS","stdAccelerationXaxis",-0.302634565090909
"608","20","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0745098785288889
"609","24","WALKING_DOWNSTAIRS","stdAccelerationXaxis",-0.08273248054
"610","1","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0300353383483878
"611","3","WALKING_DOWNSTAIRS","stdAccelerationXaxis",-0.0574100475102041
"612","5","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.275046110468085
"613","6","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.383681639791667
"614","7","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0660815600978723
"615","8","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0241393473736842
"616","11","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.142456557034783
"617","14","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0178313402266667
"618","15","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.406471051190476
"619","16","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.207251997929787
"620","17","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.187719760269565
"621","19","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.626917070512821
"622","21","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.224343492244444
"623","22","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.348618168333333
"624","23","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.0441392843425926
"625","25","WALKING_DOWNSTAIRS","stdAccelerationXaxis",-0.253756934258621
"626","26","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.17395384962
"627","27","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.167407531090909
"628","28","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.125712887943478
"629","29","WALKING_DOWNSTAIRS","stdAccelerationXaxis",0.167383602458333
"630","30","WALKING_DOWNSTAIRS","stdAccelerationXaxis",-0.0577703163548387
"631","2","SITTING","stdAccelerationXaxis",-0.986822279565217
"632","4","SITTING","stdAccelerationXaxis",-0.980309931
"633","9","SITTING","stdAccelerationXaxis",-0.9572277914
"634","10","SITTING","stdAccelerationXaxis",-0.982901825925926
"635","12","SITTING","stdAccelerationXaxis",-0.982568781960784
"636","13","SITTING","stdAccelerationXaxis",-0.989546275306122
"637","18","SITTING","stdAccelerationXaxis",-0.994347988596491
"638","20","SITTING","stdAccelerationXaxis",-0.983081858939394
"639","24","SITTING","stdAccelerationXaxis",-0.990593766617647
"640","1","SITTING","stdAccelerationXaxis",-0.977229008297872
"641","3","SITTING","stdAccelerationXaxis",-0.971010120961538
"642","5","SITTING","stdAccelerationXaxis",-0.980945022045455
"643","6","SITTING","stdAccelerationXaxis",-0.980164933636364
"644","7","SITTING","stdAccelerationXaxis",-0.972668374583333
"645","8","SITTING","stdAccelerationXaxis",-0.979026152391304
"646","11","SITTING","stdAccelerationXaxis",-0.982796562075472
"647","14","SITTING","stdAccelerationXaxis",-0.976302248148148
"648","15","SITTING","stdAccelerationXaxis",-0.987084356101695
"649","16","SITTING","stdAccelerationXaxis",-0.986825605362319
"650","17","SITTING","stdAccelerationXaxis",-0.9944439053125
"651","19","SITTING","stdAccelerationXaxis",-0.976357663013699
"652","21","SITTING","stdAccelerationXaxis",-0.991777287176471
"653","22","SITTING","stdAccelerationXaxis",-0.978466823709677
"654","23","SITTING","stdAccelerationXaxis",-0.987607636617647
"655","25","SITTING","stdAccelerationXaxis",-0.991892828615385
"656","26","SITTING","stdAccelerationXaxis",-0.979768987948718
"657","27","SITTING","stdAccelerationXaxis",-0.988580107714286
"658","28","SITTING","stdAccelerationXaxis",-0.983272806805556
"659","29","SITTING","stdAccelerationXaxis",-0.9907450195
"660","30","SITTING","stdAccelerationXaxis",-0.983622744193548
"661","2","STANDING","stdAccelerationXaxis",-0.987271889259259
"662","4","STANDING","stdAccelerationXaxis",-0.97692058
"663","9","STANDING","stdAccelerationXaxis",-0.975741252444444
"664","10","STANDING","stdAccelerationXaxis",-0.978403481818182
"665","12","STANDING","stdAccelerationXaxis",-0.981243992459016
"666","13","STANDING","stdAccelerationXaxis",-0.991020759298246
"667","18","STANDING","stdAccelerationXaxis",-0.992019762739726
"668","20","STANDING","stdAccelerationXaxis",-0.967209961232877
"669","24","STANDING","stdAccelerationXaxis",-0.98725587115942
"670","1","STANDING","stdAccelerationXaxis",-0.995759901509434
"671","3","STANDING","stdAccelerationXaxis",-0.96674254295082
"672","5","STANDING","stdAccelerationXaxis",-0.968591815714286
"673","6","STANDING","stdAccelerationXaxis",-0.981758159649123
"674","7","STANDING","stdAccelerationXaxis",-0.979307570377358
"675","8","STANDING","stdAccelerationXaxis",-0.988815418148148
"676","11","STANDING","stdAccelerationXaxis",-0.994978878723404
"677","14","STANDING","stdAccelerationXaxis",-0.973268905
"678","15","STANDING","stdAccelerationXaxis",-0.988949247358491
"679","16","STANDING","stdAccelerationXaxis",-0.989076811794872
"680","17","STANDING","stdAccelerationXaxis",-0.991163919871795
"681","19","STANDING","stdAccelerationXaxis",-0.989910996849315
"682","21","STANDING","stdAccelerationXaxis",-0.981419961123596
"683","22","STANDING","stdAccelerationXaxis",-0.985000527142857
"684","23","STANDING","stdAccelerationXaxis",-0.985421519558824
"685","25","STANDING","stdAccelerationXaxis",-0.991970126756757
"686","26","STANDING","stdAccelerationXaxis",-0.993069368783784
"687","27","STANDING","stdAccelerationXaxis",-0.9919515835
"688","28","STANDING","stdAccelerationXaxis",-0.977748638607595
"689","29","STANDING","stdAccelerationXaxis",-0.996068635384615
"690","30","STANDING","stdAccelerationXaxis",-0.977559426949153
"691","2","LAYING","stdAccelerationXaxis",-0.974059464791667
"692","4","LAYING","stdAccelerationXaxis",-0.954193738888889
"693","9","LAYING","stdAccelerationXaxis",-0.94233309
"694","10","LAYING","stdAccelerationXaxis",-0.968283685
"695","12","LAYING","stdAccelerationXaxis",-0.95531868
"696","13","LAYING","stdAccelerationXaxis",-0.968891989354839
"697","18","LAYING","stdAccelerationXaxis",-0.984527649230769
"698","20","LAYING","stdAccelerationXaxis",-0.962249114705882
"699","24","LAYING","stdAccelerationXaxis",-0.967984021111111
"700","1","LAYING","stdAccelerationXaxis",-0.9280564692
"701","3","LAYING","stdAccelerationXaxis",-0.982776639193548
"702","5","LAYING","stdAccelerationXaxis",-0.965934509615385
"703","6","LAYING","stdAccelerationXaxis",-0.934049422052632
"704","7","LAYING","stdAccelerationXaxis",-0.93651361
"705","8","LAYING","stdAccelerationXaxis",-0.94304121537037
"706","11","LAYING","stdAccelerationXaxis",-0.98477733
"707","14","LAYING","stdAccelerationXaxis",-0.917501887333333
"708","15","LAYING","stdAccelerationXaxis",-0.972255551527778
"709","16","LAYING","stdAccelerationXaxis",-0.973691429428571
"710","17","LAYING","stdAccelerationXaxis",-0.972960567323944
"711","19","LAYING","stdAccelerationXaxis",-0.965019579518072
"712","21","LAYING","stdAccelerationXaxis",-0.955019866222222
"713","22","LAYING","stdAccelerationXaxis",-0.947735251944444
"714","23","LAYING","stdAccelerationXaxis",-0.956756363194444
"715","25","LAYING","stdAccelerationXaxis",-0.909116474109589
"716","26","LAYING","stdAccelerationXaxis",-0.969445445263158
"717","27","LAYING","stdAccelerationXaxis",-0.978455153108108
